Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
16096824,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,1619634449,9781619634442,4,4.2,Bloomsbury USA Childrens,Hardcover,432,2015,2015,9/29/2016,8/18/2016,2016,2016 (#46),read,"<blockquote> ""I Love You"" I said, and stabbed him"" </blockquote> <br/>WOW WOW WOW WOW <br/>This is a really unbelievable version of Beauty and the Beast.<br/>A Court of Thorns and Roses really blew me away.<br/>The biggest and most important reason as to why i enjoyed this book so much is.............<b>Rhysand!!!!!!</b><br/>Yeah he might be cunning, evil and horrible character but he is absolutely my favorite. Plus you cant deny that <b>HE</b> made the book far more interesting than it ever was ( or you can deny that totally your choice my friend).<br/>Another reason as to why i enjoyed the book is the plot which was very interesting, exciting, engaging...etc. And the rather interesting twists also can not be forgotten.<br/>However there was a couple of things that kinda let me down. Not very much to lower my rating though.<br/>The first reason is that the book was kinda slow. Kept waiting for the villain to come and she didn't until that last 15 chapters or so.<br/>The second and most disappointing is Tamlin. I know i know lots of people out there love him. I Kept hoping maybe as the story proceed i will fall for him. But as the story continue i liked him less and less. Not only do i dislike him because he is quite boring but also because i doubt he loves Feyre that he claims to does. Or the way she loves him.<br/>All in all, I'm totally looking forward to 2nd book. hopefully there is more Rhysand and maybe even Lucien, he isn't a horrible character if i must admit, scenes.<br/><br/>P.S. Am i the only one whose suspicious because Rhysand <i>stumbled</i>???<br/><br/><blockquote> ""Be glad of your human heart, Feyre. Pity those who don't feel anything at all."" </blockquote>",,,1,0
23766634,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,"Maas, Sarah J.",,1408857901,9781408857908,5,4.46,Bloomsbury Publishing,Paperback,705,2017,2017,1/7/2018,2/8/2017,"2018, owned","2018 (#1), owned (#23)",read,,,,1,1
17167166,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,"Maas, Sarah J.",,1619630621,9781619630628,5,4.35,Bloomsbury USA Childrens,Hardcover,420,2013,2013,8/20/2016,8/13/2016,2016,2016 (#45),read,,,,1,0
76713323,"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,"Maas, Sarah J.",,1639731024,9781639731022,0,4.6,Bloomsbury Publishing PLC,Paperback,689,2023,2016,,2/16/2023,owned,owned (#53),read,,,,0,0
28260587,"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,"Maas, Sarah J.",,,,5,4.6,Bloomsbury Children's Books,Hardcover,689,2016,2016,7/1/2017,8/26/2016,2017,2017 (#4),read,,,,1,1
20613470,"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,"Maas, Sarah J.",,1619630656,9781619630659,5,4.46,Bloomsbury YA,Hardcover,565,2014,2014,8/27/2016,8/20/2016,2016,2016 (#47),read,,,,1,0
44778083,"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,"Maas, Sarah J.",,1635574048,9781635574043,5,4.48,Bloomsbury Publishing,Hardcover,803,2020,2020,1/27/2022,6/15/2021,"2022, owned","2022 (#12), owned (#35)",read,"5 stars. Honestly, throughout the book, I thought it will definitely be 4 stars, but I was reminded why she is a very hyped author. The character development in the book was perfect, it was definitely the highlight for me. The book was a definite slow burn. the last 200 hundred pages were utter perfection. I'm still not quite a fan of the writing, but the world-building and characters and their chemistry made up for it. Ruhn is definitely my favorite. I'll be looking forward the next book.",,,1,0
52857700,"House of Flame and Shadow (Crescent City, #3)",Sarah J. Maas,"Maas, Sarah J.",,1681193094,9781681193090,0,4.68,Bloomsbury Publishing,ebook,816,2024,2024,,4/24/2023,to-read,to-read (#207),to-read,,,,0,0
40132775,"House of Sky and Breath (Crescent City, #2)",Sarah J. Maas,"Maas, Sarah J.",,1408884429,9781408884423,3,4.51,Bloomsbury Publishing,Hardcover,805,2022,2022,9/15/2022,1/6/2022,"2022, owned","2022 (#67), owned (#54)",read,,,,1,0
33590260,"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,"Maas, Sarah J.",,1619636107,9781619636101,5,4.66,Bloomsbury YA,Hardcover,980,2018,2018,12/29/2018,7/12/2017,"2018, owned","2018 (#22), owned (#41)",read,,,,1,0
18006496,"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,"Maas, Sarah J.",,1619636042,9781619636040,5,4.58,Bloomsbury USA Childrens,Hardcover,648,2015,2015,9/10/2016,8/26/2016,"2016, owned","2016 (#48), owned (#44)",read,,,,1,1
18243700,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,"Maas, Sarah J.",,,,2,4.27,Bloomsbury Childrens,ebook,448,2014,2014,8/7/2017,10/2/2016,2017,2017 (#5),read,,,,1,0
7896527,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,"Maas, Sarah J.",,,,5,4.19,Bloomsbury USA Children's,Hardcover,406,2012,2012,,4/23/2016,,,read,,,,1,0
31450852,"Tower of Dawn (Throne of Glass, #6)",Sarah J. Maas,"Maas, Sarah J.",,1681195771,9781681195773,2,4.27,Bloomsbury USA Childrens,Hardcover,660,2017,2017,1/27/2018,4/20/2017,"2018, owned","2018 (#2), owned (#27)",read,,,,1,1
36739755,Convenience Store Woman,Sayaka Murata,"Murata, Sayaka",Ginny Tapley Takemori,0802128254,9780802128256,0,3.7,Grove Press,Hardcover,163,2018,2016,,8/14/2023,to-read,to-read (#224),to-read,,,,0,0
56651967,"King of Battle and Blood (Adrian x Isolde, #1)",Scarlett St.  Clair,"Clair, Scarlett St.",,,9781728258416,0,3.77,Bloom Books,Paperback,391,2021,2021,,12/8/2021,to-read,to-read (#23),to-read,,,,0,0
36244423,"Mother Knows Best (Villains, #5)",Serena Valentino,"Valentino, Serena",,1368009026,9781368009027,5,3.99,Disney Press,Hardcover,390,2018,2018,7/16/2022,7/14/2022,"2022, favorite, owned","2022 (#55), favorite (#11), owned (#8)",read,,,,1,0
40550366,"Blood & Honey (Serpent & Dove, #2)",Shelby Mahurin,"Mahurin, Shelby",,0062878050,9780062878052,3,3.53,HarperTeen,Hardcover,536,2020,2020,6/11/2021,6/6/2021,2021,2021 (#11),read,,,,1,0
40024139,"Serpent & Dove (Serpent & Dove, #1)",Shelby Mahurin,"Mahurin, Shelby",,,,3,4,HarperTeen,Hardcover,513,2019,2019,5/13/2021,5/12/2021,2021,2021 (#3),read,,,,1,0
55077538,"She Who Became the Sun (The Radiant Emperor, #1)",Shelley Parker-Chan,"Parker-Chan, Shelley",,1250621801,9781250621801,0,3.88,Tor Books,Hardcover,414,2021,2021,,7/12/2022,to-read,to-read (#63),to-read,,,,0,0
14554,"If Tomorrow Comes (Tracy Whitney, #1)",Sidney Sheldon,"Sheldon, Sidney",,0006479677,9780006479673,0,4.07,"William Morrow and Co., Inc.",Hardcover,501,1985,1985,,2/20/2023,to-read,to-read (#198),to-read,,,,0,0
53152636,Mexican Gothic,Silvia Moreno-Garcia,"Moreno-Garcia, Silvia",,,,0,3.68,Del Rey,Hardcover,320,2020,2020,,11/10/2021,to-read,to-read (#19),to-read,,,,0,0
4268157,"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,"Elkeles, Simone",,0802798233,9780802798237,3,4.04,Walker Childrens,Hardcover,368,2008,2008,,4/23/2016,2016,2016 (#10),read,,,,1,0
58371432,The Book of Cold Cases,Simone St. James,"James, Simone St.",,0440000211,9780440000211,0,3.79,Berkley,Hardcover,344,2022,2022,,5/28/2022,to-read,to-read (#48),to-read,,,,0,0
52219386,Almond,Sohn Won-Pyung,"Won-Pyung, Sohn",Joosun Lee,0062961373,9780062961372,0,4.18,HarperVia,Hardcover,272,2020,2017,,8/14/2023,to-read,to-read (#223),to-read,,,,0,0
